title,price,location,condition,url
Huawei P9 lite mnogo dobro sastoyanie,120 lv.,"Zheleznik - tsentar, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/huawei-p9-lite-mnogo-dobro-sastoyanie-CID632-ID8q5Fg.html
Samsung Galaxy S9 Plus 64GB + Podarak 64GB SD,420 lv.,"Tsentar, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s9-plus-64gb-podarak-64gb-sd-CID632-ID8q5rY.html
Xiaomi Poco X3 6/64,399 lv.,"Mladost, gr. Pazardzhik, Oblast Pazardzhik",novo,https://www.olx.bg/ad/xiaomi-poco-x3-6-64-CID632-ID8q5s2.html
Samsung Galaxy A51 128GB,310 lv.,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a51-128gb-CID632-ID8q5sm.html
Huawei Mate 10 Pro 128GB 6 RAM Otlichen,320 lv.,"Levski, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/huawei-mate-10-pro-128gb-6-ram-otlichen-CID632-ID8q5sj.html
"Huawei P30 lite - cheren - garantsiya do 28.12.2021, podarak keysove",300 lv.,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p30-lite-cheren-garantsiya-do-28-12-2021-podarak-keysove-CID632-ID8q5sT.html
Samsung podarak keysove,150 lv.,"gr. Nesebar, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/samsung-podarak-keysove-CID632-ID8inUB.html
Huawei P9 Lite,140 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p9-lite-CID632-ID8g81i.html
Samsung galaxy A6,190 lv.,"gr. Tutrakan, Oblast Silistra",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a6-CID632-ID8q5tS.html
Ipfone 7 vav dobro sastoyanie,250 lv.,"s. Skalitsa, Oblast Yambol",izpolzvano,https://www.olx.bg/ad/ipfone-7-vav-dobro-sastoyanie-CID632-ID8q5tj.html
Samsung galaxy a5 2017,200 lv.,"Druzhba 3, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a5-2017-CID632-ID8q5w1.html
"Nokia 1600 i Samsung SGH-J600 na chasti, za chasti, panel",16 lv.,"Hadzhi Dimitar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/nokia-1600-i-samsung-sgh-j600-na-chasti-za-chasti-panel-CID632-ID7RJ3H.html
Prodavam telefon v garantsiya,200 lv.,"gr. Popovo, Oblast Targovishte",izpolzvano,https://www.olx.bg/ad/prodavam-telefon-v-garantsiya-CID632-ID8q5wr.html
Samsung Galaxy A80,350 lv.,"Ovcha kupel 2, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/samsung-galaxy-a80-CID632-ID7Zbin.html
Samsung Galaxy S8+,350 lv.,"gr. Nesebar, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s8-CID632-ID8q5xd.html
Samsung A20e,210 lv.,"gr. Petrich, Oblast Blagoevgrad",novo,https://www.olx.bg/ad/samsung-a20e-CID632-ID8q5vF.html
"HTC ,byal sas schupen displey",30 lv.,"Tsentar, gr. Sliven, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/htc-byal-sas-schupen-displey-CID632-ID8mp9p.html
Samsung Galaxy a80,430 lv.,"Idealen tsentar, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a80-CID632-ID8q5xs.html
Huawei Y7 Prime 2018,150 lv.,"gr. Novi Iskar, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-y7-prime-2018-CID632-ID8q5xN.html
Samsung A5 sm-a520f,50 lv.,"Tsentar, gr. Targovishte, Oblast Targovishte",izpolzvano,https://www.olx.bg/ad/samsung-a5-sm-a520f-CID632-ID8q5rT.html
Samsung galaxy s8,380 lv.,"gr. Petrich, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s8-CID632-ID8muRE.html
"Nokia 6103,6210nav.,5610,N86,6220,500,300,202,C5,X3,6234,5310,5250,",40 lv.,"s. Voyvodinovo, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-6103-6210nav-5610-n86-6220-500-300-202-c5-x3-6234-5310-5250-CID632-ID8dBgN.html
"Nokia/Nokiya 230,E6,E75,5730,N73,7373,X1,X2,6500,3720,6600,6233,E50",50 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-nokiya-230-e6-e75-5730-n73-7373-x1-x2-6500-3720-6600-6233-e50-CID632-ID8gVOt.html
128GB Samsung S10 lite Vivacom Garantsiya do 2022 g.  Black / Cheren,679 lv.,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/128gb-samsung-s10-lite-vivacom-garantsiya-do-2022-g-black-cheren-CID632-ID8q5jZ.html
Telefon Nokia e71,80 lv.,"Osvobozhdenie, gr. Blagoevgrad, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/telefon-nokia-e71-CID632-ID8q5jW.html
Samsung C7 32 GB,200 lv.,"Okrazhna bolnitsa, gr. Pazardzhik, Oblast Pazardzhik",izpolzvano,https://www.olx.bg/ad/samsung-c7-32-gb-CID632-ID8q5kj.html
Nokia 105,49 lv.,"Komatevski vazel, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/nokia-105-CID632-ID8q5kF.html
Nokia 7.2 s garantsiya,400 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/nokia-7-2-s-garantsiya-CID632-ID8n3RJ.html
Samsung Galaxy J 5 2017,140 lv.,"Tsentar, gr. Stara Zagora, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j-5-2017-CID632-ID8q5lN.html
Samsung Galaxy Fold,1600 lv.,"Slatina, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-fold-CID632-ID8q5ls.html
Xiomi Redmi 6,139 lv.,"Tsentar, gr. Gabrovo, Oblast Gabrovo",izpolzvano,https://www.olx.bg/ad/xiomi-redmi-6-CID632-ID8q5lW.html
Samsung galaxy S9 plus,400 lv.,"Mladost 2, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s9-plus-CID632-ID8q5mK.html
Nokia 3210 za kola,50 lv.,"s. Bodenets, Oblast Vratsa",izpolzvano,https://www.olx.bg/ad/nokia-3210-za-kola-CID632-ID867ix.html
HUAWEI p 20 lite,120 lv.,"Osvobozhdenie, gr. Blagoevgrad, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/huawei-p-20-lite-CID632-ID8q5lV.html
Samsung galaxy s5 G900F,30 lv.,"Druzhba, gr. Sliven, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s5-g900f-CID632-ID8q5oy.html
Samsung Galaxy j5,135 lv.,"Mladezhki Halm, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-j5-CID632-ID81hIG.html
Xiaomi note 10 lite,470 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/xiaomi-note-10-lite-CID632-ID8q1hV.html
Samsung Note 8 Gold telefon,170 lv.,"Alei Vazrazhdane, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/samsung-note-8-gold-telefon-CID632-ID5q3Xg.html
Nokia N8,70 lv.,"Mitnitsa, gr. Silistra, Oblast Silistra",izpolzvano,https://www.olx.bg/ad/nokia-n8-CID632-ID8kbJN.html
Huawei p 40 Lite Garantsiya,300 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p-40-lite-garantsiya-CID632-ID8pnlM.html
"Huawei P8 Lite, Dual Sim, 16 GB, 4G, Black (2015)",70 lv.,"Mladost 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p8-lite-dual-sim-16-gb-4g-black-2015-CID632-ID8q5pI.html
Samsung Galaxy S3 Mini,60 lv.,"Darvenitsa, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s3-mini-CID632-ID8hJ3j.html
Statsionareni sim telenorski i vivakomski i mtelski telefoni,15 lv.,"Asparuhovo, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/statsionareni-sim-telenorski-i-vivakomski-i-mtelski-telefoni-CID632-ID6JSg1.html
Samsung Galaxy S6 (SM-G920F),50 lv.,"Tsentar, gr. Targovishte, Oblast Targovishte",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s6-sm-g920f-CID632-ID8q5r7.html
"Nokia/Nokiya H1,N78,6710s Navigator,3250,6233,6234,230,206,6510,5140i",50 lv.,"s. Skutare, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-nokiya-h1-n78-6710s-navigator-3250-6233-6234-230-206-6510-5140i-CID632-ID8fner.html
Samsung A30S,290 lv.,"Idealen tsentar, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/samsung-a30s-CID632-ID8q5ps.html
128GB Xiaomi Mi 10T 5G Telenor Garantsiya do 2023 g. Black / Cheren,740 lv.,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/128gb-xiaomi-mi-10t-5g-telenor-garantsiya-do-2023-g-black-cheren-CID632-ID8q5bu.html
Samsung galaxy A41,350 lv.,"gr. Pirdop, Oblast Sofiya-oblast",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a41-CID632-ID8io9z.html
Huawei P 40 Lite,350 lv.,"s. Anton, Oblast Sofiya-oblast",izpolzvano,https://www.olx.bg/ad/huawei-p-40-lite-CID632-ID8q5cC.html
Promo ! Xiaomi Poco m3 black,249 lv.,"gr. Sandanski, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/promo-xiaomi-poco-m3-black-CID632-ID8q5cS.html
Huawei p20 lite  4 ram na 64 gb,280 lv.,"Idealen tsentar, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/huawei-p20-lite-4-ram-na-64-gb-CID632-ID8q5cv.html
Telefon Samsung J5 2016,50 lv.,"Pineta, gr. Dobrich, Oblast Dobrich",izpolzvano,https://www.olx.bg/ad/telefon-samsung-j5-2016-CID632-ID8q5ds.html
Smartfon Nokiya 6,100 lv.,"gr. Svilengrad, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/smartfon-nokiya-6-CID632-ID8q5dX.html
Prodavam Huawei p40 lite,350 lv.,"Baseyna, gr. Shumen, Oblast Shumen",izpolzvano,https://www.olx.bg/ad/prodavam-huawei-p40-lite-CID632-ID8q5e2.html
"Huawei Nova 5T 6.26"" Black 128GB 4GB Quad 48MP Camera Garantsiya Lizing",355 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-nova-5t-6-26-black-128gb-4gb-quad-48mp-camera-garantsiya-lizing-CID632-ID83TJl.html
"Huawei Psmart Pro 6.59"" Black 128GB 6GB Trio 48MP Cam Garantsiya Lizing",329 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-psmart-pro-6-59-black-128gb-6gb-trio-48mp-cam-garantsiya-lizing-CID632-ID8lBPT.html
"NOV Huawei Y6P 6.3"" 64GB 3na 13MP 3GB RAM 5000mAh Zelen Garantsiya",270 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/nov-huawei-y6p-6-3-64gb-3na-13mp-3gb-ram-5000mah-zelen-garantsiya-CID632-ID8fc3m.html
"KATO NOV Samsung Galaxy S9 Plus 64GB 6.2"" 12MP 3500mAh Garantsiya Lizing",450 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/kato-nov-samsung-galaxy-s9-plus-64gb-6-2-12mp-3500mah-garantsiya-lizing-CID632-ID8nsSk.html
"Huawei P30 Pro 128GB Blue Sin 6.47"" 40MP 6GB RAM Garantsiya",700 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/huawei-p30-pro-128gb-blue-sin-6-47-40mp-6gb-ram-garantsiya-CID632-ID8jXj7.html
Huawei Y511 za chasti(ne svyatka ekrana),30 lv.,"gr. Dimitrovgrad, Oblast Haskovo",izpolzvano,https://www.olx.bg/ad/huawei-y511-za-chastine-svyatka-ekrana-CID632-ID8q5fa.html
Huawei P20 lite mnogo zapazen,200 lv.,"Zapad, gr. Blagoevgrad, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/huawei-p20-lite-mnogo-zapazen-CID632-ID8q5eW.html
Xiaomi Redmi Note 9S,310 lv.,"zh.gr. Yuzhen park, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/xiaomi-redmi-note-9s-CID632-ID8o0Tw.html
Motorola e6play,120 lv.,"Tsentar, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/motorola-e6play-CID632-ID8q5fK.html
Samsung S9 plus,550 lv.,"s. Aprilovo, Oblast Sofiya-oblast",izpolzvano,https://www.olx.bg/ad/samsung-s9-plus-CID632-ID8q5bl.html
Samsung Galaxy S8 Plus - Perfekten - Palen Komplekt!,380 lv.,"Avtogara, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s8-plus-perfekten-palen-komplekt-CID632-ID8q5g5.html
256GB Huawei P40 Pro Telenor Garantsiya do 2022 g. Black / Cheren,940 lv.,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/256gb-huawei-p40-pro-telenor-garantsiya-do-2022-g-black-cheren-CID632-ID8q51g.html
SIP DECT kletka Gigaset N510 IP PRO (do 6 SIP akaunta ednovremenno),135 lv.,"Dragalevtsi, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/sip-dect-kletka-gigaset-n510-ip-pro-do-6-sip-akaunta-ednovremenno-CID632-ID8q51o.html
Huawei P40 Pro 5G Ice White / 256Gb 8Gb Ram / Garantsiya /,888 lv.,"gr. Petrich, Oblast Blagoevgrad",izpolzvano,https://www.olx.bg/ad/huawei-p40-pro-5g-ice-white-256gb-8gb-ram-garantsiya-CID632-ID8q4il.html
Prodavam Huawei p40 pro!,999 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/prodavam-huawei-p40-pro-CID632-ID8q52p.html
Telefon A1 alpha 20 perfekten !,150 lv.,"Vazrazhdane, gr. Burgas, Oblast Burgas",novo,https://www.olx.bg/ad/telefon-a1-alpha-20-perfekten-CID632-ID8q528.html
Samsung Galaxy S9,620 lv.,"Chataldzha, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s9-CID632-ID88aWU.html
Lenovo vibe k5 Note,140 lv.,"gr. Devnya, Oblast Varna",izpolzvano,https://www.olx.bg/ad/lenovo-vibe-k5-note-CID632-ID8myC9.html
Huawei Mate 20 Pro. Midnight Blue,599 lv.,"Tsentar, gr. Shumen, Oblast Shumen",izpolzvano,https://www.olx.bg/ad/huawei-mate-20-pro-midnight-blue-CID632-ID8q55E.html
Xiaomi Redmi Note 9,350 lv.,"Slatina, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/xiaomi-redmi-note-9-CID632-ID8q526.html
Samsung Galaxy A7 64gb,230 lv.,"Kaylaka, gr. Pleven, Oblast Pleven",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a7-64gb-CID632-ID8q55R.html
Microsoft Lumia 640 Dual SIM,99 lv.,"Lyulin 4, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/microsoft-lumia-640-dual-sim-CID632-ID8q558.html
Samsung Galaxy Note 4,160 lv.,"Studentski grad, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-note-4-CID632-ID8q55Y.html
Huawei y6 2018 g,160 lv.,"gr. Maglizh, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/huawei-y6-2018-g-CID632-ID8o1u8.html
Alcatel 1S 2019 v garantsiya,160 lv.,"Stoyan Zaimov, gr. Sliven, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/alcatel-1s-2019-v-garantsiya-CID632-ID8q56L.html
Samsung galaxy Z flip 256Gb Mirror Black,1399 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/samsung-galaxy-z-flip-256gb-mirror-black-CID632-ID8mehg.html
Lg L80 5” rabotesht,35 lv.,"Druzhba 1, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/lg-l80-5-rabotesch-CID632-ID8kKCM.html
Samsung SF-335T,20 lv.,"Mladost 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-sf-335t-CID632-ID7zHrf.html
Samsung S 5,170 lv.,"Tsentar, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/samsung-s-5-CID632-ID83wOA.html
Nokia C-3-00,50 lv.,"gr. Gorna Oryahovitsa, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/nokia-c-3-00-CID632-ID7ZCPy.html
Nokia 225 Dual Sim,159 lv.,"gr. Peshtera, Oblast Pazardzhik",novo,https://www.olx.bg/ad/nokia-225-dual-sim-CID632-ID7K4ot.html
Samsung Galaxy S20 FE Garantsiya 22 mesetsa,950 lv.,"Levski, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/samsung-galaxy-s20-fe-garantsiya-22-mesetsa-CID632-ID8q59c.html
Samsung GALAXY S6 Edge,80 lv.,"Troshevo, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s6-edge-CID632-ID8os22.html
"Huawei p10 ,Unikalno telefonche za tseniteli!",250 lv.,"Slatina, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-p10-unikalno-telefonche-za-tseniteli-CID632-ID89rkI.html
Samsung Galaxy a70,260 lv.,"Troshevo, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a70-CID632-ID8q5a4.html
Huawei P8 Lite ALE-L21,80 lv.,"Bazar Levski, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/huawei-p8-lite-ale-l21-CID632-ID8q5a5.html
Huawei p40 lite 128gb,350 lv.,"Zona B, gr. Veliko Tarnovo, Oblast Veliko Tarnovo",izpolzvano,https://www.olx.bg/ad/huawei-p40-lite-128gb-CID632-ID8q5ar.html
Huawei Mate 10 Lite,179 lv.,"Charodeyka - Sever, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/huawei-mate-10-lite-CID632-ID8krXc.html
Lenovo k6 32gb 3gb ram,100 lv.,"Lazur, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/lenovo-k6-32gb-3gb-ram-CID632-ID8q5gv.html
Samsung Galaxy S9 64GB,599 lv.,"Okolchitsa, gr. Vratsa, Oblast Vratsa",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-s9-64gb-CID632-ID8q5gM.html
Prodavam Vodafon s kamera,10 lv.,"Idealen tsentar, gr. Montana, Oblast Montana",izpolzvano,https://www.olx.bg/ad/prodavam-vodafon-s-kamera-CID632-ID7Koqo.html
Motorola e5 plus gold 5000mah-perfekten,150 lv.,"Novo selo, gr. Sliven, Oblast Sliven",izpolzvano,https://www.olx.bg/ad/motorola-e5-plus-gold-5000mah-perfekten-CID632-ID8q5hJ.html
"Nokia 206,N8,X7,2700,C2,6234,6500,E66,C3,6230,515,6630,5130,300",40 lv.,"Kamenitsa 1, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-206-n8-x7-2700-c2-6234-6500-e66-c3-6230-515-6630-5130-300-CID632-ID8kyVm.html
"Nokia 100,101,1616,105,106,208,113,C2,2700,2730,1208,1200,1661,i dr.",25 lv.,"Belomorski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-100-101-1616-105-106-208-113-c2-2700-2730-1208-1200-1661-i-dr-CID632-ID8676Y.html
"Samsung Galaxy A01 5.7"" 13MP 2GB RAM 16GB Octa-core 3000 mAh Garantsiya",250 lv.,"Karshiyaka, gr. Plovdiv, Oblast Plovdiv",novo,https://www.olx.bg/ad/samsung-galaxy-a01-5-7-13mp-2gb-ram-16gb-octa-core-3000-mah-garantsiya-CID632-ID8fccT.html
Huawei P30 PRO 8/256,820 lv.,"Zdravets, gr. Lovech, Oblast Lovech",izpolzvano,https://www.olx.bg/ad/huawei-p30-pro-8-256-CID632-ID8m1Wl.html
Telefon SAMSUNG kato nov,57 lv.,"Hristo Smirnenski, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/telefon-samsung-kato-nov-CID632-ID8onQ1.html
***Nov/Garantsiya*** Samsung A51,410 lv.,"Hadzhi Dimitar, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/nov-garantsiya-samsung-a51-CID632-ID8q5yq.html
"Nokia/Nokia 6700,N95,N96,E52,3250,205,E51,3500,X2-02,6650,5310,6233",50 lv.,"s. Skutare, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/nokia-nokia-6700-n95-n96-e52-3250-205-e51-3500-x2-02-6650-5310-6233-CID632-ID8dtyf.html
Prodavam Huawei p10 lite & Huawei P Smart 2019,200 lv.,"Obelya, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/prodavam-huawei-p10-lite-huawei-p-smart-2019-CID632-ID8i8kK.html
Telefon Samsung i Nokia,30 lv.,"Letishte, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/telefon-samsung-i-nokia-CID632-ID8fbp9.html
"Smartfon s Android keys, Smart Telefon s Android s dve sim karti",149.90 lv.,"Chayka, gr. Varna, Oblast Varna",novo,https://www.olx.bg/ad/smartfon-s-android-keys-smart-telefon-s-android-s-dve-sim-karti-CID632-ID8pkQb.html
Mobifon Benefon DRAGON,40 lv.,"Letishte, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/mobifon-benefon-dragon-CID632-ID8fc8i.html
LG L70  - kato nov,150 lv.,"gr. Chirpan, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/lg-l70-kato-nov-CID632-ID8q5Ar.html
Huawei P20 Lite PERFEKTEN,250 lv.,"Levski, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/huawei-p20-lite-perfekten-CID632-ID8q5zy.html
"Statsionaren telefon Panasonic, chisto nov s palna okomplektovka. Mo",10 lv.,"Geo Milev, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/statsionaren-telefon-panasonic-chisto-nov-s-palna-okomplektovka-mo-CID632-ID3tivn.html
Telefon,150 lv.,"gr. Asenovgrad, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/telefon-CID632-ID89sdf.html
Huawei Mate 10 lite,200 lv.,"Tsentar, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-mate-10-lite-CID632-ID8q5Ah.html
Samsung telefon za chasti,15 lv.,"gr. Kozloduy, Oblast Vratsa",izpolzvano,https://www.olx.bg/ad/samsung-telefon-za-chasti-CID632-ID87nW5.html
Alkatel s1 ot a1 raboti s vsichki operatori,50 lv.,"Zdravets, gr. Lovech, Oblast Lovech",izpolzvano,https://www.olx.bg/ad/alkatel-s1-ot-a1-raboti-s-vsichki-operatori-CID632-ID8q5II.html
SONY XPERIA Z5 (E6653) Chisto nov!,349.99 lv.,"Boyana, gr. Sofiya, Oblast Sofiya-grad",novo,https://www.olx.bg/ad/sony-xperia-z5-e6653-chisto-nov-CID632-ID8ok6A.html
Telefon Alcatel,10 lv.,"Shirok tsentar, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/telefon-alcatel-CID632-ID7LAVt.html
Originalen zaden kapak za telefon Xiaomi Redmi 8A,9 lv.,"Tsentar, gr. Burgas, Oblast Burgas",izpolzvano,https://www.olx.bg/ad/originalen-zaden-kapak-za-telefon-xiaomi-redmi-8a-CID632-ID8q5Qt.html
Samsung GT-E2550,25 lv.,"Chervenata prast, gr. Dobrich, Oblast Dobrich",izpolzvano,https://www.olx.bg/ad/samsung-gt-e2550-CID632-ID8bjE3.html
Xiaomi Mi A2 4GB RAM 64GB,180 lv.,"Kyuchuk Parizh, gr. Plovdiv, Oblast Plovdiv",izpolzvano,https://www.olx.bg/ad/xiaomi-mi-a2-4gb-ram-64gb-CID632-ID8q5QJ.html
SAMSUNG Galaxy A9 Dual SIM 128GB 6GB RAM A920 Black,500 lv.,"gr. Kazanlak, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/samsung-galaxy-a9-dual-sim-128gb-6gb-ram-a920-black-CID632-ID7Qtyd.html
Smartfon I 12 Plus - NOVA TsENA 225 leva,225 lv.,"gr. Harmanli, Oblast Haskovo",novo,https://www.olx.bg/ad/smartfon-i-12-plus-nova-tsena-225-leva-CID632-ID8kMne.html
Star telefon Vorshilov,100 lv.,"Zdravets, gr. Ruse, Oblast Ruse",izpolzvano,https://www.olx.bg/ad/star-telefon-vorshilov-CID632-ID86uaI.html
Telefon,30 lv.,"gr. Popovo, Oblast Targovishte",novo,https://www.olx.bg/ad/telefon-CID632-ID7XzWy.html
Nokia C7,100 lv.,"Poduyane, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/nokia-c7-CID632-ID5xRU4.html
Samsung a 50 ne razlichim  od nov,260 lv.,"Druzhba 1, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-a-50-ne-razlichim-od-nov-CID632-ID8f0gL.html
Samsung Galaksi Edzh 6,210 lv.,"Krasna polyana 2, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/samsung-galaksi-edzh-6-CID632-ID8okPT.html
Nokia Nokia 8210,200 lv.,"Trakiya, gr. Shumen, Oblast Shumen",izpolzvano,https://www.olx.bg/ad/nokia-nokia-8210-CID632-ID8q5Y8.html
TELEFON samsung galaksi A 50,390 lv.,"gr. Kazanlak, Oblast Stara Zagora",izpolzvano,https://www.olx.bg/ad/telefon-samsung-galaksi-a-50-CID632-ID8q5YH.html
Htc Desire 310  Schupen ekran,30 lv.,"Grand Mol Varna, gr. Varna, Oblast Varna",izpolzvano,https://www.olx.bg/ad/htc-desire-310-schupen-ekran-CID632-ID8q64u.html
Huawei nova 5t 128GB,600 lv.,"Zapaden park, gr. Sofiya, Oblast Sofiya-grad",izpolzvano,https://www.olx.bg/ad/huawei-nova-5t-128gb-CID632-ID8q64V.html
Motorola e5 plus,120 lv.,"Geo Milev, gr. Vidin, Oblast Vidin",izpolzvano,https://www.olx.bg/ad/motorola-e5-plus-CID632-ID8q65k.html
Samsung Galaxy S20 FE,820 lv.,"Mara Dencheva, gr. Pleven, Oblast Pleven",novo,https://www.olx.bg/ad/samsung-galaxy-s20-fe-CID632-ID8q665.html
